subject_name,course_name,absolute_course_url
Art & Design Courses,The Music of the Beatles,https://www.classcentral.com/course/beatles-1135
Art & Design Courses,"Product Design, Prototyping, and Testing",https://www.classcentral.com/course/edx-product-design-prototyping-and-testing-19100
Art & Design Courses,3D Printing Software,https://www.classcentral.com/course/3d-printing-software-5993
Art & Design Courses,Introduction to Game Design,https://www.classcentral.com/course/intro-game-design-4220
Art & Design Courses,Exploring Beethoven’s Piano Sonatas,https://www.classcentral.com/course/beethovensonatas-730
Art & Design Courses,Introduction to Typography,https://www.classcentral.com/course/typography-5444
Art & Design Courses,18th-Century Opera: Handel & Mozart,https://www.classcentral.com/course/edx-18th-century-opera-handel-mozart-12061
Art & Design Courses,Pyramids of Giza: Ancient Egyptian Art and Archaeology,https://www.classcentral.com/course/edx-pyramids-of-giza-ancient-egyptian-art-and-archaeology-10385
Art & Design Courses,Fundamentals of Music Theory,https://www.classcentral.com/course/musictheory-1358
Art & Design Courses,Human-Centered Design: an Introduction,https://www.classcentral.com/course/human-computer-interaction-4287
Art & Design Courses,Songwriting: Writing the Lyrics,https://www.classcentral.com/course/songwriting-lyrics-523
Art & Design Courses,First Nights - Beethoven's 9th Symphony and the 19th Century Orchestra,https://www.classcentral.com/course/edx-first-nights-beethoven-s-9th-symphony-and-the-19th-century-orchestra-5383
Art & Design Courses,First Nights - Handel's Messiah and Baroque Oratorio,https://www.classcentral.com/course/edx-first-nights-handel-s-messiah-and-baroque-oratorio-4548
Art & Design Courses,First Nights - Monteverdi’s L’Orfeo and the Birth of Opera,https://www.classcentral.com/course/edx-first-nights-monteverdi-s-l-orfeo-and-the-birth-of-opera-6365
Art & Design Courses,Exposing Digital Photography,https://www.classcentral.com/course/independent-exposing-digital-photography-8091
Art & Design Courses,3D Printing Applications,https://www.classcentral.com/course/3d-printing-applications-5986
Art & Design Courses,Ignite Your Everyday Creativity,https://www.classcentral.com/course/creative-3139
Art & Design Courses,First Nights - Berlioz’s Symphonie Fantastique and Program Music in the 19th Century,https://www.classcentral.com/course/edx-first-nights-berlioz-s-symphonie-fantastique-and-program-music-in-the-19th-century-6612
Art & Design Courses,"First Nights - Stravinsky’s Rite of Spring: Modernism, Ballet, and Riots",https://www.classcentral.com/course/edx-first-nights-stravinsky-s-rite-of-spring-modernism-ballet-and-riots-7319
Art & Design Courses,Introduction to Graphic Illustration,https://www.classcentral.com/course/kadenze-introduction-to-graphic-illustration-3773
Art & Design Courses,Design Principles: an Introduction,https://www.classcentral.com/course/design-principles-4296
Art & Design Courses,"Cameras, Exposure, and Photography",https://www.classcentral.com/course/photocourse1-5463
Art & Design Courses,"19th-Century Opera: Meyerbeer, Wagner, & Verdi",https://www.classcentral.com/course/edx-19th-century-opera-meyerbeer-wagner-verdi-12384
Art & Design Courses,Introduction to User Experience Principles and Processes,https://www.classcentral.com/course/introtoux-principles-and-processes-12348
Art & Design Courses,UX Design: From Concept to Prototype,https://www.classcentral.com/course/ux-design-concept-wireframe-12350
Art & Design Courses,Understanding User Needs,https://www.classcentral.com/course/understanding-user-needs-12352
Art & Design Courses,"UX Research at Scale: Surveys, Analytics, Online Testing",https://www.classcentral.com/course/ux-research-at-scale-12351
Art & Design Courses,Evaluating Designs with Users,https://www.classcentral.com/course/evaluating-designs-with-users-12357
Art & Design Courses,UX (User Experience) Capstone,https://www.classcentral.com/course/user-experience-capstone-12355
Art & Design Courses,User Experience & Interaction Design for AR/VR/MR/XR,https://www.classcentral.com/course/user-experience-interaction-design-augmented-virt-23275
Art & Design Courses,The Piano Sonata: Origins to Mozart,https://www.classcentral.com/course/piano-sonata-origins-to-mozart-43697
Art & Design Courses,The Piano Sonata: Beethoven and the Romantics,https://www.classcentral.com/course/piano-sonata-beethoven-to-romantics-43696
Art & Design Courses,The Piano Sonata: Russian and 20th-21st Century Composers,https://www.classcentral.com/course/piano-sonata-russian-20-21-century-composers-43695
Art & Design Courses,Age of Cathedrals,https://www.classcentral.com/course/age-of-cathedrals-9671
Art & Design Courses,A Global History of Architecture,https://www.classcentral.com/course/edx-a-global-history-of-architecture-928
Art & Design Courses,Music Business Foundations,https://www.classcentral.com/course/music-business-foundations-4429
Art & Design Courses,Online Jamming and Concert Technology,https://www.classcentral.com/course/kadenze-online-jamming-and-concert-technology-3764
Art & Design Courses,The Film Experience (Fall 2013),https://www.classcentral.com/course/mit-opencourseware-the-film-experience-fall-2013-40957/classroom
Art & Design Courses,Information Design,https://www.classcentral.com/course/infodesign-2787
Art & Design Courses,"History of Rock, Part Two",https://www.classcentral.com/course/historyofrock2-692
Art & Design Courses,Getting Started With Music Theory,https://www.classcentral.com/course/music-theory-8026
Art & Design Courses,Music's Big Bang: The Genesis of Rock 'n' Roll,https://www.classcentral.com/course/musicsbigbang-538
Art & Design Courses,Defining the String Quartet: Haydn,https://www.classcentral.com/course/edx-defining-the-string-quartet-haydn-19182
Art & Design Courses,Introduction to UI Design,https://www.classcentral.com/course/ui-design-6890
Art & Design Courses,Becoming the Next Bill Nye: Writing and Hosting the Educational Show (January IAP 2015),https://www.classcentral.com/course/mit-opencourseware-becoming-the-next-bill-nye-writing-and-hosting-the-educational-show-january-iap-2015-40903/classroom
Art & Design Courses,Graphic Design,https://www.classcentral.com/course/presentation-design-6597
Art & Design Courses,Script Writing: Write a Pilot Episode for a TV or Web Series (Project-Centered Course),https://www.classcentral.com/course/script-writing-5718
Art & Design Courses,Social Computing,https://www.classcentral.com/course/social-computing-4290
Art & Design Courses,Introduction to Imagemaking,https://www.classcentral.com/course/image-making-5455
Art & Design Courses,Mobile Interaction Design: How to Design Usable Mobile Products and Services,https://www.classcentral.com/course/mobile-interaction-design-8643
Art & Design Courses,3D Printing Hardware,https://www.classcentral.com/course/3d-printer-5990
Art & Design Courses,Camera Control,https://www.classcentral.com/course/photocourse2-5539
Art & Design Courses,ART of the MOOC: Activism and Social Movements,https://www.classcentral.com/course/activism-social-movements-7195
Art & Design Courses,ART of the MOOC: Public Art and Pedagogy,https://www.classcentral.com/course/moocs-4095
Art & Design Courses,Introduction to Programming and Animation with Alice,https://www.classcentral.com/course/introtoalice-18076
Art & Design Courses,"Creative Design, Prototyping, and Testing",https://www.classcentral.com/course/creative-design-prototyping-testing-46406
Art & Design Courses,Fundamentals of Audio and Music Engineering: Part 1 Musical Sound & Electronics,https://www.classcentral.com/course/audiomusicengpart1-686
Art & Design Courses,Modern Art & Ideas,https://www.classcentral.com/course/modern-art-ideas-4163
Art & Design Courses,Seeing Through Photographs,https://www.classcentral.com/course/photography-5682
Art & Design Courses,The Language of Design: Form and Meaning,https://www.classcentral.com/course/design-language-16927
Art & Design Courses,UX Design Fundamentals,https://www.classcentral.com/course/ux-design-fundamentals-12102
Art & Design Courses,User Research and Design,https://www.classcentral.com/course/design-research-6924
Art & Design Courses,Write Like Mozart: An Introduction to Classical Music Composition,https://www.classcentral.com/course/classicalcomp-735
Art & Design Courses,Defining the String Quartet II: Beethoven,https://www.classcentral.com/course/edx-defining-the-string-quartet-ii-beethoven-19303
Art & Design Courses,The New World of Arnold Schönberg's Piano Music,https://www.classcentral.com/course/edx-the-new-world-of-arnold-schoenberg-s-piano-music-17139
Art & Design Courses,Principles of Photo Composition and Digital Image Post-Production,https://www.classcentral.com/course/photocourse3-5532
Art & Design Courses,An Introduction to Accessibility and Inclusive Design,https://www.classcentral.com/course/accessibility-13860
Art & Design Courses,How Music Can Change Your Life,https://www.classcentral.com/course/music-life-6634
Art & Design Courses,Introduction to Ableton Live,https://www.classcentral.com/course/abletonlive-2988
Art & Design Courses,The Technology of Music Production,https://www.classcentral.com/course/technology-of-music-production-6351
Art & Design Courses,Fashion as Design,https://www.classcentral.com/course/fashion-design-9416
Art & Design Courses,20世纪西方音乐 Western Music in the 20th Century,https://www.classcentral.com/course/20cnwm-2358
Art & Design Courses,Ideas from the History of Graphic Design,https://www.classcentral.com/course/graphic-design-history-6497
Art & Design Courses,Visual Elements of User Interface Design,https://www.classcentral.com/course/visual-elements-user-interface-design-12103
Art & Design Courses,Developing Your Musicianship,https://www.classcentral.com/course/musicianship-1726
Art & Design Courses,Print and Digital Elements of Design: Branding and User Experience,https://www.classcentral.com/course/designing-print-digital-media-13823
Art & Design Courses,Graphic Elements of Design: Color Theory and Image Formats,https://www.classcentral.com/course/graphic-elements-design-13824
Art & Design Courses,"Textual Elements of Design: Fonts, Typography, and Spacing",https://www.classcentral.com/course/fonts-typography-spacing-13825
Art & Design Courses,Basic Elements of Design: Design Principles and Software Overview,https://www.classcentral.com/course/basic-elements-design-13826
Art & Design Courses,"The Music of the Rolling Stones, 1962-1974",https://www.classcentral.com/course/rollingstones-2352
Art & Design Courses,Pro Tools Basics,https://www.classcentral.com/course/protoolsbasics-5436
Art & Design Courses,The Art of Vocal Production,https://www.classcentral.com/course/vocal-production-7797
Art & Design Courses,The Art of Music Production,https://www.classcentral.com/course/producing-music-6350
Art & Design Courses,"Musicianship: Chord Charts, Diatonic Chords, and Minor Keys",https://www.classcentral.com/course/musicianship-chords-7050
Art & Design Courses,Entender el diseño,https://www.classcentral.com/course/entender-diseno-4819
Art & Design Courses,Management of Fashion and Luxury Companies,https://www.classcentral.com/course/mafash-1374
Art & Design Courses,Making Architecture,https://www.classcentral.com/course/making-architecture-7153
Art & Design Courses,Serious Gaming,https://www.classcentral.com/course/serious-gaming-6185
Art & Design Courses,How to Make a Comic Book (Project-Centered Course),https://www.classcentral.com/course/make-comic-books-5712
Art & Design Courses,Cracking the Creativity Code: Discovering Ideas,https://www.classcentral.com/course/startup-entrepreneurship-discovering-ide-3497
Art & Design Courses,So You Think You Know Tango?,https://www.classcentral.com/course/tango-14410
Art & Design Courses,"Photography Techniques: Light, Content, and Sharing",https://www.classcentral.com/course/photography-techniques-6478
Art & Design Courses,Getting Your Film off the Ground ,https://www.classcentral.com/course/film-off-ground-15230
Art & Design Courses,Avatar Psychology for Designers,https://www.classcentral.com/course/avatar-psychology-for-designers-12004
Art & Design Courses,崑曲之美,https://www.classcentral.com/course/kunqu-652
Art & Design Courses,The Beauty of Kunqu Opera,https://www.classcentral.com/course/kunqu-opera-5918
Art & Design Courses,Teaching the Violin and Viola: Creating a Healthy Foundation,https://www.classcentral.com/course/teachingstrings-2303
Art & Design Courses,Introducción a la producción audiovisual,https://www.classcentral.com/course/intro-produccion-audiovisual-9357
Art & Design Courses,Essentials in Arts Fundraising,https://www.classcentral.com/course/essentials-in-arts-fundraising-59222
Art & Design Courses,Web Design: Wireframes to Prototypes,https://www.classcentral.com/course/web-design-wireframes-prototypes-12101
Art & Design Courses,Approaching Music Theory: Melodic Forms and Simple Harmony,https://www.classcentral.com/course/melodic-forms-simple-harmony-13653
Art & Design Courses,Introduction to Game Design,https://www.classcentral.com/course/edx-introduction-to-game-design-2366
Art & Design Courses,Основы графического дизайна,https://www.classcentral.com/course/fundamentals-of-graphic-design-ru-33466
Art & Design Courses,Fondamentaux de l’infographie,https://www.classcentral.com/course/fundamentals-of-graphic-design-fr-33465
Art & Design Courses,Grundlagen des Grafikdesigns,https://www.classcentral.com/course/fundamentals-of-graphic-design-de-33467
Art & Design Courses,The Olympic Games and the Media,https://www.classcentral.com/course/olympicgames-1772
Art & Design Courses,Cultural and creative industries,https://www.classcentral.com/course/cultural-creative-industries-10331
Art & Design Courses,Визуальные исследования,https://www.classcentral.com/course/visual-studies-58014
Art & Design Courses,Prototyping and Design,https://www.classcentral.com/course/prototyping-design-6932
Art & Design Courses,Evaluating User Interfaces,https://www.classcentral.com/course/ui-testing-6926
Art & Design Courses,In the Studio: Postwar Abstract Painting,https://www.classcentral.com/course/painting-8349
Art & Design Courses,Intimacy of Creativity: Entering the Minds of Composers,https://www.classcentral.com/course/intimacy-creativity-entering-minds-composers-20982
Art & Design Courses,Fashion-иллюстрация: технический рисунок,https://www.classcentral.com/course/fashion-illustration-17309
Art & Design Courses,Be Your Best Creative Self,https://www.classcentral.com/course/be-your-best-creative-self-20277
Art & Design Courses,Strategies for Success in your Music Career,https://www.classcentral.com/course/strategies-for-success-in-your-music-career-55165
Art & Design Courses,Launching Your Music Career,https://www.classcentral.com/course/launching-your-music-career-55164
Art & Design Courses,Promotional Materials Every Musician Needs,https://www.classcentral.com/course/promotional-materials-every-musician-needs-55162
Art & Design Courses,Introducción a la guitarra,https://www.classcentral.com/course/guitarra-4763
Art & Design Courses,Guitar Scales and Chord Progressions,https://www.classcentral.com/course/guitar-scales-chord-progressions-11773
Art & Design Courses,"Film, Images & Historical Interpretation in the 20th Century: The Camera Never Lies",https://www.classcentral.com/course/film-images-542
Art & Design Courses,Creating Sounds for Electronic Music,https://www.classcentral.com/course/music-synthesizer-5728
Art & Design Courses,Producción Musical y su Efecto en la Composición,https://www.classcentral.com/course/produccionycomposicion-4718
Art & Design Courses,"Musicianship: Tensions, Harmonic Function, and Modal Interchange",https://www.classcentral.com/course/musicianship-harmony-7051
Art & Design Courses,Composición de canciones,https://www.classcentral.com/course/composicion-canciones-4871
Art & Design Courses,Desarrollando tu musicalidad,https://www.classcentral.com/course/desarrollo-musicalidad-4770
Art & Design Courses,Singing Popular Music,https://www.classcentral.com/course/singing-popular-music-19623
Art & Design Courses,Introducción a la producción de música,https://www.classcentral.com/course/music-productiones-4624
Art & Design Courses,Classical Works,https://www.classcentral.com/course/harvardx-classical-works-23750
Art & Design Courses,Guitar Performance Techniques,https://www.classcentral.com/course/guitar-performance-19253
Art & Design Courses,Guitar Chord Voicings: Playing Up The Neck,https://www.classcentral.com/course/guitar-chords-20106
Art & Design Courses,Electronic Music Performance Techniques,https://www.classcentral.com/course/edi-performance-techniques-19486
Art & Design Courses,Teaching Popular Music in the Classroom,https://www.classcentral.com/course/teaching-popular-music-18056
Art & Design Courses,Songwriting: Writing the Music,https://www.classcentral.com/course/songwriting-writing-the-music-33566
Art & Design Courses,A tecnologia da produção musical ,https://www.classcentral.com/course/tecnologia-producao-musical-9642
Art & Design Courses,Introdução à Guitarra,https://www.classcentral.com/course/intro-guitarra-9415
Art & Design Courses,Desenvolvendo sua musicalidade,https://www.classcentral.com/course/desenvolvendo-musicalidade-9459
Art & Design Courses,Composição: Escrevendo a letra,https://www.classcentral.com/course/composicao-escrevendo-letra-9457
Art & Design Courses,Improvisação no Jazz,https://www.classcentral.com/course/improvisacao-no-jazz-9458
Art & Design Courses,Разработка инновационного продукта,https://www.classcentral.com/course/developing-products-new-market-11587
Art & Design Courses,Дизайн-методология: управление вдохновением (Design-methodology. Inspiration management),https://www.classcentral.com/course/spbu-dsgnmt-fall-2017-9343
Art & Design Courses,Aerial Photography with UAV,https://www.classcentral.com/course/aerial-photography-with-uav-21638
Art & Design Courses,Adobe Illustrator для начинающих ,https://www.classcentral.com/course/adobe-illustrator-54544
Art & Design Courses,Художественное проектирование сайта,https://www.classcentral.com/course/art-site-engineering-21325
Art & Design Courses,Технология аэрофотосъемки с использованием БЛА,https://www.classcentral.com/course/bla-20821
Art & Design Courses,Введение в UX/UI-дизайн,https://www.classcentral.com/course/vvedenie-v-uxui-dizain-57727
Art & Design Courses,UX-Strategy,https://www.classcentral.com/course/ux-strategy-57726
Art & Design Courses,Виды пастели,https://www.classcentral.com/course/pastel-types-22701
Art & Design Courses,"Проектирование, менеджмент и прототипирование (UX/UI-дизайн)",https://www.classcentral.com/course/management-prototyping-uxui-57729
Art & Design Courses,Adobe Illustrator for Beginners,https://www.classcentral.com/course/adobe-illustrator-beginners-60058
Art & Design Courses,Юзабилити-тестирование интерактивных систем в UX/UI-дизайне,https://www.classcentral.com/course/usability-test-uxui-57728
Art & Design Courses,Практическое применение пастели,https://www.classcentral.com/course/pastel-practice-22702
Art & Design Courses,Практическое применение техник академической живописи,https://www.classcentral.com/course/acad-paint-22700
Art & Design Courses,"Innovation Through Design: Think, Make, Break, Repeat",https://www.classcentral.com/course/innovation-through-design-11588
Art & Design Courses,Fundamentals of Rehearsing Music Ensembles,https://www.classcentral.com/course/music-ensembles-731
Art & Design Courses,What Is Contemporary Art?,https://www.classcentral.com/course/contemporary-art-17106
Art & Design Courses,Introducción a la producción musical ,https://www.classcentral.com/course/intro-produccion-musical-12419
Art & Design Courses,Grabación y postproducción musical dentro y fuera del estudio,https://www.classcentral.com/course/grabacion-musical-12415
Art & Design Courses,Creatividad computacional,https://www.classcentral.com/course/creatividad-computacional-12450
Art & Design Courses,Audio digital con Pure Data,https://www.classcentral.com/course/audio-digital-pure-data-12422
Art & Design Courses,Composición algorítmica en Supercollider,https://www.classcentral.com/course/composicion-algoritmica-supercollider-12432
Art & Design Courses,Tecnología musical con software libre: Proyecto final,https://www.classcentral.com/course/tecnologia-musical-proyecto-12429
Art & Design Courses,Perspectivas de música colaborativa,https://www.classcentral.com/course/perspectivas-musica-colaborativa-12433
Art & Design Courses,Design Thinking Capstone,https://www.classcentral.com/course/edx-design-thinking-capstone-10304
Art & Design Courses,Introduzione alla Storia dell'Architettura Contemporanea,https://www.classcentral.com/course/architettura-contemporanea-11230
Art & Design Courses,Fashion-иллюстрация: Скетчинг,https://www.classcentral.com/course/fashion-illustration-sketching-17942
Art & Design Courses,Как читать фотографию,https://www.classcentral.com/course/kak-chitat-fotografiyu-12795
Art & Design Courses,Эксподизайн: проектирование музейной экспозиции в диалогах дизайнера и музеолога,https://www.classcentral.com/course/ekspodizayn-12233
Art & Design Courses,"Hollywood: History, Industry, Art",https://www.classcentral.com/course/edx-hollywood-history-industry-art-5643
Art & Design Courses,Comics: Art in Relationship,https://www.classcentral.com/course/kadenze-comics-art-in-relationship-3775
Art & Design Courses,Introduction to Graphic Design,https://www.classcentral.com/course/kadenze-introduction-to-graphic-design-5892
Art & Design Courses,Foundations of User Experience (UX) Design,https://www.classcentral.com/course/foundations-user-experience-design-35132
Art & Design Courses,微影人的自我修养,https://www.classcentral.com/course/microfilmer-2706
Art & Design Courses,拍摄：像剪辑师一样拍摄,https://www.classcentral.com/course/pai-she-5571
Art & Design Courses,导演思维：微影人的自我修养,https://www.classcentral.com/course/daoyan-siwei-weiyingren-5748
Art & Design Courses,Introducción al Arte Sonoro,https://www.classcentral.com/course/introduccion-arte-sonoro-14495
Art & Design Courses,"Start the UX Design Process: Empathize, Define, and Ideate",https://www.classcentral.com/course/start-ux-design-process-35137
Art & Design Courses,Build Wireframes and Low-Fidelity Prototypes,https://www.classcentral.com/course/wireframes-low-fidelity-prototypes-35136
Art & Design Courses,Растровая графика. Adobe Photoshop CC ,https://www.classcentral.com/course/rastrovaya-grafika-adobe-photoshop-12054
Art & Design Courses,Sustainable Fashion,https://www.classcentral.com/course/sustainable-fashion-17311
Art & Design Courses,Conduct UX Research and Test Early Concepts,https://www.classcentral.com/course/conduct-ux-research-35135
Art & Design Courses,Create High-Fidelity Designs and Prototypes in Figma,https://www.classcentral.com/course/high-fidelity-designs-prototype-35134
Art & Design Courses,Responsive Web Design in Adobe XD,https://www.classcentral.com/course/responsive-web-design-adobe-xd-35133
Art & Design Courses,Theories of Media and Technology,https://www.classcentral.com/course/edx-theories-of-media-and-technology-13439
Art & Design Courses,Becoming a Better Music Teacher,https://www.classcentral.com/course/becoming-a-better-music-teacher-13620
Art & Design Courses,Design a User Experience for Social Good & Prepare for Jobs,https://www.classcentral.com/course/ux-design-jobs-35131
Art & Design Courses,Richard Schechner's Introduction to Performance Studies ,https://www.classcentral.com/course/richard-schechners-introduction-to-performance-st-21161
Art & Design Courses,Innovation Career Lessons from a Master,https://www.classcentral.com/course/startup-entrepreneurship-innovation-care-5516
Art & Design Courses,Векторная графика. Adobe Illustrator CC,https://www.classcentral.com/course/adobe-illustrator-cc-21006
Art & Design Courses,¿Cómo (nos) cambia la Tecnología?,https://www.classcentral.com/course/comonoscambialatecnologia-7110
Art & Design Courses,A Scientific Approach to Innovation Management,https://www.classcentral.com/course/scientific-approach-innovation-managemen-13223
Art & Design Courses,Historia del Arte: Del Arte Prehistórico al Renacimiento,https://www.classcentral.com/course/historia-del-arte-inicio-21492
Art & Design Courses,透过摄影看世界,https://www.classcentral.com/course/photography-1-6985
Art & Design Courses,Exploring Beethoven's Piano Sonatas Part 3,https://www.classcentral.com/course/exploring-beethoven-piano-sonatas-3-10141
Art & Design Courses,Art of the MOOC:  Experiments with Sound,https://www.classcentral.com/course/experiments-with-sound-10762
Art & Design Courses,ART of the MOOC: Arte Público y Pedagogía ,https://www.classcentral.com/course/arte-publico-pedagogia-7196
Art & Design Courses,创新思维,https://www.classcentral.com/course/chuangxin-siwei-5555
Art & Design Courses,ART of the MOOC: Activismo y Movimientos Sociales,https://www.classcentral.com/course/activismo-movimientos-sociales-7194
Art & Design Courses,"Beauty, Form & Function: An Exploration of Symmetry",https://www.classcentral.com/course/symmetry-4172
Art & Design Courses,Exploring Beethoven's Piano Sonatas Part 5,https://www.classcentral.com/course/exploring-beethoven-piano-sonatas-5-16976
Art & Design Courses,Motion Capture: The Art of Studying Human Activity,https://www.classcentral.com/course/motion-capture-course-59065
Art & Design Courses,Fashion Design,https://www.classcentral.com/course/fashion-design-process-47966
Art & Design Courses,Fashion Systems,https://www.classcentral.com/course/fashion-systems-47967
Art & Design Courses,Introduction to History of Architecture in India,https://www.classcentral.com/course/swayam-introduction-to-history-of-architecture-in-india-12888
Art & Design Courses,Fashion Retail Transformation,https://www.classcentral.com/course/fashion-retail-transformation-47965
Art & Design Courses,"Creating Audio Description: Equality, Diversity, and Inclusion",https://www.classcentral.com/course/creating-audio-description-for-equality-diversity-48124
Art & Design Courses,Artificial Creativity,https://www.classcentral.com/course/artificial-creativity-45177
Art & Design Courses,Advanced Composites,https://www.classcentral.com/course/swayam-advanced-composites-58375
Art & Design Courses,Performing Arts & Allied Subjects,https://www.classcentral.com/course/swayam-performing-arts-allied-subjects-58531
Art & Design Courses,Usability Engineering,https://www.classcentral.com/course/swayam-usability-engineering-58574
Art & Design Courses,Creative Artifacts,https://www.classcentral.com/course/creative-artifacts-45856
Art & Design Courses,Introduction To Film Studies (DSE6),https://www.classcentral.com/course/swayam-introduction-to-film-studies-dse6-58477
Art & Design Courses,The World of Apu,https://www.classcentral.com/course/swayam-the-world-of-apu-58566
Art & Design Courses,Compassion in Fashion: Sustainability and the Global Fur Trade,https://www.classcentral.com/course/compassion-in-fashion-58904
Art & Design Courses,同理新时尚：可持续发展与全球皮草贸易,https://www.classcentral.com/course/compassion-in-fashion-chinese-58905
Art & Design Courses,Introduction to Acting,https://www.classcentral.com/course/introduction-to-acting-principles-and-challenges-59413
Art & Design Courses,"Lights, Camera, Computer - Action! How Digital Technology is Transforming Film, TV, and Gaming",https://www.classcentral.com/course/lights-camera-computer-action-how-digital-technol-58738
Art & Design Courses,World Music: Balinese Rhythms,https://www.classcentral.com/course/edx-world-music-balinese-rhythms-20169
Art & Design Courses,3D Printing Capstone,https://www.classcentral.com/course/3d-printing-capstone-5997
Art & Design Courses,Mobile Application Experiences Part 2: Mobile App Design,https://www.classcentral.com/course/edx-mobile-application-experiences-part-2-mobile-app-design-5724
Art & Design Courses,World Music: Global Rhythms,https://www.classcentral.com/course/world-music-global-rhythms-48386
Art & Design Courses,From Chemistry to Living Materials: Matter & Sound,https://www.classcentral.com/course/world-science-u-from-chemistry-to-living-materials-matter-sound-58166
Art & Design Courses,Sound Synthesis Using Reaktor,https://www.classcentral.com/course/kadenze-sound-synthesis-using-reaktor-3766
Art & Design Courses,Photography Capstone Project,https://www.classcentral.com/course/photography-project-5595
Art & Design Courses,Intro to the Design of Everyday Things,https://www.classcentral.com/course/udacity-intro-to-the-design-of-everyday-things-1044
Art & Design Courses,Reinventing the Piano,https://www.classcentral.com/course/kadenze-reinventing-the-piano-3778
Art & Design Courses,Explore design features in Figma,https://www.classcentral.com/course/youtube-tutorials-explore-design-features-in-figma-51786/classroom
Art & Design Courses,Sound Design with Kontakt,https://www.classcentral.com/course/kadenze-sound-design-with-kontakt-6802
Art & Design Courses,Introduction To Music Theory,https://www.classcentral.com/course/edx-introduction-to-music-theory-4000
Art & Design Courses,Create your design system in Figma,https://www.classcentral.com/course/youtube-tutorials-create-your-design-system-in-figma-51795/classroom
Art & Design Courses,The Modern Genius: Art and Culture in the 19th Century,https://www.classcentral.com/course/kadenze-the-modern-genius-art-and-culture-in-the-19th-century-3747
Art & Design Courses,Design Computing: 3D Modeling in Rhinoceros with Python Rhinoscript,https://www.classcentral.com/course/design-computing-3d-modeling-in-rhinoceros-with-p-20969
Art & Design Courses,Introduction to 3D Modeling,https://www.classcentral.com/course/introduction-to-3d-modeling-47263
Art & Design Courses,Introduction to User Experience Design ,https://www.classcentral.com/course/user-experience-design-6535
Art & Design Courses,Digital Design,https://www.classcentral.com/course/edx-digital-design-17251
Art & Design Courses,"New to Figma? Get started with ""Figma for beginners"" tutorials",https://www.classcentral.com/course/youtube-new-to-figma-get-started-with-figma-for-beginners-tutorials-51790/classroom
Art & Design Courses,Music and Social Action,https://www.classcentral.com/course/music-and-social-action-5842
Art & Design Courses,Creación musical con Soundcool: Introducción,https://www.classcentral.com/course/edx-creacion-musical-con-soundcool-introduccion-12332
Art & Design Courses,Build it in Figma,https://www.classcentral.com/course/youtube-build-it-in-figma-51788/classroom
Art & Design Courses,Fundamentals of Digital Image and Video Processing,https://www.classcentral.com/course/digital-724
Art & Design Courses,European Paintings: From Leonardo to Rembrandt to Goya,https://www.classcentral.com/course/edx-european-paintings-from-leonardo-to-rembrandt-to-goya-2151
Art & Design Courses,Figma in 5,https://www.classcentral.com/course/youtube-figma-in-5-51787/classroom
